16,0,0,6.8734e-05,0.000132306
32,0,0,0.000452366,0.000559673
64,0,0,0.002929138,0.003203556
128,0,0,0.019813752,0.020706649
256,0,0,0.114196005,0.116856326
512,0,0,0.615419574,0.621783946
1024,0,0,7.539370338,7.559170649
16,4,0,9.9514e-05,0.000119766
32,4,0,0.000164667,0.000199489
64,4,0,0.000499569,0.000596765
128,4,0,0.002708494,0.003056272
256,4,0,0.020910394,0.02222836
512,4,0,0.18484896,0.189988719
1024,4,0,2.146225987,2.166190771
16,8,0,0.000493469,0.00051467
32,8,0,0.000655229,0.000687944
64,8,0,0.001635318,0.001732602
128,8,0,0.005108564,0.005444478
256,8,0,0.028044755,0.029364211
512,8,0,0.205686841,0.210827845
1024,8,0,2.325072765,2.34486249
16,12,0,0.000598309,0.000617138
32,12,0,0.001228528,0.001264158
64,12,0,0.002340144,0.002437079
128,12,0,0.007966756,0.008318534
256,12,0,0.034766276,0.036115547
512,12,0,0.259756432,0.264819657
1024,12,0,2.823867237,2.843975928
16,16,0,0.000780199,0.000800096
32,16,0,0.001467418,0.001502226
64,16,0,0.003224342,0.003321284
128,16,0,0.009477383,0.00982626
256,16,0,0.034575178,0.035961565
512,16,0,0.275294421,0.28045426
1024,16,0,2.964843806,2.984992326
16,0,1,1.5265e-05,3.0482e-05
32,0,1,0.000129457,0.000160432
64,0,1,0.001007693,0.001097932
128,0,1,0.00771811,0.008049053
256,0,1,0.068712611,0.070087864
512,0,1,0.612543697,0.617634296
1024,0,1,7.517427716,7.53712699
16,4,1,8.8708e-05,0.000108977
32,4,1,0.00016071,0.000195854
64,4,1,0.000506214,0.000603575
128,4,1,0.00273122,0.003078579
256,4,1,0.020809155,0.022175994
512,4,1,0.184521928,0.189619825
1024,4,1,2.07925015,2.098985251
16,8,1,0.000370585,0.000390637
32,8,1,0.00068252,0.000716318
64,8,1,0.001555336,0.001652261
128,8,1,0.005186547,0.005548611
256,8,1,0.027129487,0.028493163
512,8,1,0.203321483,0.208423663
1024,8,1,2.321535016,2.341349689
16,12,1,0.000569481,0.000589967
32,12,1,0.001349083,0.00138884
64,12,1,0.002359239,0.002456292
128,12,1,0.007279492,0.007629132
256,12,1,0.035985464,0.037286228
512,12,1,0.261870918,0.267039492
1024,12,1,2.857224732,2.877401436
16,16,1,0.00086212,0.000881113
32,16,1,0.001472146,0.001508125
64,16,1,0.003239787,0.003331854
128,16,1,0.008446715,0.008777304
256,16,1,0.041114969,0.042482238
512,16,1,0.280805823,0.285886682
1024,16,1,3.014042675,3.033881971
16,0,2,2.4389e-05,4.0248e-05
