16,0,0,5.4963e-05,0.000106482
32,0,0,0.000322835,0.000399079
64,0,0,0.002078765,0.002263618
128,0,0,0.012224224,0.012878758
256,0,0,0.085407331,0.087294653
512,0,0,0.614340715,0.619372576
1024,0,0,7.606733193,7.626464167
16,4,0,8.5407e-05,0.000104483
32,4,0,9.4803e-05,0.000130319
64,4,0,0.000338784,0.000439619
128,4,0,0.002136973,0.002472327
256,4,0,0.018318594,0.019607312
512,4,0,0.167232281,0.172396261
1024,4,0,1.996735269,2.01647959
16,8,0,0.00011596,0.000136065
32,8,0,0.000177861,0.000218363
64,8,0,0.000408544,0.000505263
128,8,0,0.003268266,0.003619933
256,8,0,0.018461989,0.01979166
512,8,0,0.171179262,0.176346884
1024,8,0,1.978597568,1.998632308
16,12,0,0.000154368,0.00017452
32,12,0,0.000239231,0.000274394
64,12,0,0.000584402,0.000681805
128,12,0,0.004887198,0.005237576
256,12,0,0.022092892,0.023363777
512,12,0,0.167231051,0.172363201
1024,12,0,1.939621983,1.959355457
16,16,0,0.000192312,0.000212717
32,16,0,0.000299026,0.000334338
64,16,0,0.000997764,0.001094875
128,16,0,0.002852717,0.003206049
256,16,0,0.021843129,0.02322467
512,16,0,0.180289666,0.185404867
1024,16,0,1.958024602,1.9777165
16,0,1,1.482e-05,2.892e-05
32,0,1,0.000132636,0.000164192
64,0,1,0.001050623,0.001145559
128,0,1,0.007766974,0.008116294
256,0,1,0.068496498,0.069869798
512,0,1,0.612802372,0.617844195
1024,0,1,7.621180996,7.640965801
16,4,1,6.8442e-05,8.8261e-05
32,4,1,0.000108593,0.000140009
64,4,1,0.000314872,0.000406822
128,4,1,0.002196178,0.002551731
256,4,1,0.018380255,0.01971305
512,4,1,0.16735333,0.172495159
1024,4,1,1.984566529,2.004413652
16,8,1,0.000135943,0.00015628
32,8,1,0.000163486,0.000198553
64,8,1,0.00066349,0.000761088
128,8,1,0.002237974,0.002588963
256,8,1,0.020872698,0.022216544
512,8,1,0.180158067,0.18532319
1024,8,1,1.958061981,1.977602553
16,12,1,0.000144047,0.00016495
32,12,1,0.000239363,0.000274776
64,12,1,0.000820811,0.000910607
128,12,1,0.003690123,0.004045203
256,12,1,0.020140228,0.021478624
512,12,1,0.175277081,0.180422056
1024,12,1,1.950641413,1.970149085
16,16,1,0.000341123,0.000359885
32,16,1,0.000268931,0.000307509
64,16,1,0.001007975,0.001105713
128,16,1,0.003313951,0.003667198
256,16,1,0.020684976,0.021998291
512,16,1,0.170663277,0.175758592
1024,16,1,1.940107681,1.959742018
16,0,2,1.6542e-05,3.2612e-05
32,0,2,0.000138184,0.000170944
64,0,2,0.001035135,0.001130655
128,0,2,0.007797802,0.008147144
256,0,2,0.068843602,0.07020969
512,0,2,0.612701087,0.617829365
1024,0,2,7.694547501,7.714260281
16,4,2,7.4562e-05,9.4644e-05
32,4,2,9.351e-05,0.000128898
64,4,2,0.000337491,0.000434722
128,4,2,0.002157184,0.002499307
256,4,2,0.01836382,0.019716138
512,4,2,0.167331738,0.172425689
1024,4,2,2.015303033,2.035138849
16,8,2,0.000189594,0.000208091
32,8,2,0.00039231,0.000427929
64,8,2,0.000415461,0.000512495
128,8,2,0.002243442,0.002578257
256,8,2,0.018325585,0.019687355
512,8,2,0.186107494,0.191263219
1024,8,2,1.964173067,1.9834839
16,12,2,0.000150284,0.000170846
32,12,2,0.000188896,0.000224295
64,12,2,0.00057621,0.000673361
128,12,2,0.002870132,0.003198952
256,12,2,0.022020466,0.023323
512,12,2,0.169893087,0.175042386
