10,0,0,6.95e-07,2.8132e-05
100,0,0,4.15e-06,2.4928e-05
1000,0,0,3.4494e-05,5.2129e-05
10000,0,0,0.000283075,0.00029757
100000,0,0,0.002848808,0.002863473
1000000,0,0,0.025815916,0.025829576
10000000,0,0,0.16917215,0.169184468
100000000,0,0,1.302388777,1.302396367
10,4,0,5.2799e-05,6.3699e-05
100,4,0,5.0693e-05,6.0459e-05
1000,4,0,5.6e-05,6.5875e-05
10000,4,0,9.002e-05,9.9976e-05
100000,4,0,0.000422744,0.000432846
1000000,4,0,0.003565477,0.003575389
10000000,4,0,0.03449736,0.034507101
100000000,4,0,0.346576781,0.34658665
10,8,0,0.000104452,0.00011464
100,8,0,0.000103714,0.000113562
1000,8,0,0.000107211,0.00011713
10000,8,0,0.000155768,0.000165863
100000,8,0,0.00061551,0.000625172
1000000,8,0,0.003616006,0.003625932
10000000,8,0,0.040418498,0.040428436
100000000,8,0,0.364326288,0.364336275
10,12,0,0.000111029,0.000120783
100,12,0,0.000114124,0.000124021
1000,12,0,0.000125174,0.000135006
10000,12,0,0.000209381,0.000219155
100000,12,0,0.000986416,0.00099641
1000000,12,0,0.003645588,0.003655489
10000000,12,0,0.039060765,0.039070648
100000000,12,0,0.355640901,0.355650855
10,16,0,0.000158401,0.00016834
100,16,0,0.000152704,0.000162686
1000,16,0,0.000157269,0.000167326
10000,16,0,0.000249069,0.000258907
100000,16,0,0.001274449,0.001284473
1000000,16,0,0.005643147,0.005653294
10000000,16,0,0.035782892,0.035792684
100000000,16,0,0.357416223,0.357425923
10,0,1,1.91e-07,7.658e-06
100,0,1,1.493e-06,8.957e-06
1000,0,1,1.4619e-05,2.2112e-05
10000,0,1,0.000149696,0.00015715
100000,0,1,0.001390384,0.001397982
1000000,0,1,0.013444464,0.013452114
10000000,0,1,0.130888965,0.130896626
100000000,0,1,1.303434975,1.303442535
10,4,1,5.2269e-05,6.2795e-05
100,4,1,5.078e-05,6.064e-05
1000,4,1,5.2437e-05,6.2125e-05
10000,4,1,0.000310202,0.000320207
100000,4,1,0.000418809,0.000429606
1000000,4,1,0.003579553,0.003589379
10000000,4,1,0.034531423,0.034541911
100000000,4,1,0.344257873,0.34426793
10,8,1,8.4906e-05,9.496e-05
100,8,1,9.1063e-05,0.000101347
1000,8,1,9.4538e-05,0.000104438
10000,8,1,0.000110673,0.000120548
100000,8,1,0.000440894,0.000450607
1000000,8,1,0.003562585,0.003572556
10000000,8,1,0.042135639,0.04214579
100000000,8,1,0.358475403,0.358485641
10,12,1,0.000142131,0.000152143
100,12,1,0.000121263,0.000131187
1000,12,1,0.000130024,0.000140109
10000,12,1,0.000221099,0.000230761
100000,12,1,0.001091927,0.00110188
1000000,12,1,0.00478914,0.004799064
10000000,12,1,0.038714555,0.038723975
100000000,12,1,0.347473709,0.347483795
10,16,1,0.000168529,0.000178467
100,16,1,0.000161055,0.000171013
1000,16,1,0.000193969,0.000203996
10000,16,1,0.000267774,0.000277786
100000,16,1,0.001281623,0.001291609
1000000,16,1,0.004516332,0.004526116
10000000,16,1,0.039949869,0.039959965
100000000,16,1,0.348890694,0.348900631
10,0,2,1.96e-07,7.826e-06
100,0,2,1.447e-06,8.814e-06
1000,0,2,1.4634e-05,2.2125e-05
10000,0,2,0.000151844,0.000159378
100000,0,2,0.001416894,0.001424637
1000000,0,2,0.013414974,0.013422896
10000000,0,2,0.13047411,0.130481703
100000000,0,2,1.30297044,1.302978103
10,4,2,5.121e-05,6.1714e-05
100,4,2,4.9862e-05,5.9943e-05
1000,4,2,5.4773e-05,6.4685e-05
10000,4,2,0.000307176,0.000317172
100000,4,2,0.000417871,0.000428163
1000000,4,2,0.003581502,0.003591301
10000000,4,2,0.034478492,0.034488567
100000000,4,2,0.344260326,0.344270258
10,8,2,9.6451e-05,0.000106478
100,8,2,9.2699e-05,0.000102569
1000,8,2,9.4302e-05,0.000104158
10000,8,2,0.00012385,0.000133658
100000,8,2,0.000613531,0.000623281
1000000,8,2,0.003638112,0.003648083
10000000,8,2,0.042167804,0.042177932
100000000,8,2,0.369856284,0.369866082
10,12,2,0.000130608,0.000140465
100,12,2,0.000124138,0.000133901
1000,12,2,0.000141976,0.000151889
10000,12,2,0.000156765,0.000166736
100000,12,2,0.001082674,0.001092651
1000000,12,2,0.004488704,0.004498717
10000000,12,2,0.041063846,0.041073727
100000000,12,2,0.352535536,0.352545536
10,16,2,0.000148783,0.000158892
100,16,2,0.000169183,0.0001792
1000,16,2,0.000174506,0.000184409
10000,16,2,0.000245882,0.000255573
100000,16,2,0.001156699,0.001166661
1000000,16,2,0.004496122,0.004506268
10000000,16,2,0.039814508,0.039824508
100000000,16,2,0.347284254,0.347294222
10,0,3,1.98e-07,7.721e-06
100,0,3,1.514e-06,9.172e-06
1000,0,3,1.4632e-05,2.2073e-05
10000,0,3,0.000145835,0.000153319
100000,0,3,0.001442476,0.001449919
1000000,0,3,0.013488624,0.013496146
10000000,0,3,0.130909662,0.130917144
100000000,0,3,1.302345649,1.30235319
10,4,3,5.4891e-05,6.5449e-05
100,4,3,5.2399e-05,6.2407e-05
1000,4,3,5.5812e-05,6.5778e-05
10000,4,3,8.127e-05,9.1242e-05
100000,4,3,0.000416821,0.000426778
1000000,4,3,0.003554191,0.003564205
10000000,4,3,0.034509835,0.034519501
100000000,4,3,0.34426821,0.344278066
10,8,3,9.8781e-05,0.000108638
100,8,3,9.764e-05,0.000107536
1000,8,3,0.000315987,0.000325763
10000,8,3,0.000212477,0.00022206
100000,8,3,0.000455718,0.00046567
1000000,8,3,0.005292518,0.005302544
10000000,8,3,0.034577167,0.034587243
100000000,8,3,0.368031453,0.368041497
10,12,3,0.000119814,0.000129696
100,12,3,0.000113955,0.000123979
1000,12,3,0.000119963,0.000129837
10000,12,3,0.000214455,0.000224349
100000,12,3,0.000617203,0.000627119
1000000,12,3,0.005932137,0.005942113
10000000,12,3,0.038978016,0.038988016
100000000,12,3,0.350010701,0.350020897
10,16,3,0.00017,0.000180075
100,16,3,0.000156549,0.000166749
1000,16,3,0.000177079,0.000187186
10000,16,3,0.000260357,0.000270285
100000,16,3,0.001279327,0.001289412
1000000,16,3,0.006270139,0.006280134
10000000,16,3,0.038395265,0.038405249
100000000,16,3,0.347234309,0.347243905
10,0,4,2.02e-07,7.968e-06
100,0,4,1.464e-06,8.826e-06
1000,0,4,1.4631e-05,2.2133e-05
10000,0,4,0.000145826,0.000153471
100000,0,4,0.001461593,0.001469269
1000000,0,4,0.013532057,0.013539637
10000000,0,4,0.130753548,0.130761049
100000000,0,4,1.30221075,1.302218436
10,4,4,5.1202e-05,6.1575e-05
100,4,4,4.939e-05,5.8959e-05
